"","X.1","X","id","name","host_id","host_name","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","date"
"687",687,687,21781074,"旅行中暂不接待",157731750,"Beata","Tsuen Wan",22.35025,114.05885,"Private room",465,180,76,"2019-10-05",2.52,5,181,"2020-05"
"688",688,688,21794284,"和风房",157862535,"得","Sha Tin",22.37237,114.17646,"Private room",302,28,1,"2018-02-23",0.04,2,178,"2020-05"
"689",689,689,21799621,"Snugsuites Room C",158278138,"Snugsuites","Wan Chai",22.28083,114.18471,"Private room",504,30,1,"2018-10-28",0.05,4,362,"2020-05"
"690",690,690,21831923,"Studio w/ PRIVATE terrace & balcony - Sheung Wan",159171130,"Daniel","Central & Western",22.28603,114.14742,"Entire home/apt",752,2,21,"2020-01-05",0.73,1,41,"2020-05"
"691",691,691,21839778,"Central, Modern 2 Bedroom & Rooftop Apartment",103489801,"Lucy","Central & Western",22.2857,114.15049,"Entire home/apt",752,3,4,"2019-01-26",0.16,2,17,"2020-05"
"692",692,692,21846666,"Unit A--Lucky Cozy Room",60193334,"Sangsoon","Central & Western",22.28575,114.14811,"Entire home/apt",651,1,85,"2020-01-28",2.83,4,15,"2020-05"
"693",693,693,21846948,"Unit B--Lucky Cozy Room",60193334,"Sangsoon","Central & Western",22.28575,114.14811,"Entire home/apt",403,1,81,"2020-01-10",2.68,4,15,"2020-05"
"694",694,694,21851255,"Unit C--Lucky Cozy Room",60193334,"Sangsoon","Central & Western",22.28575,114.14811,"Entire home/apt",504,1,96,"2019-08-12",3.19,4,15,"2020-05"
"695",695,695,21851372,"Unit D--Lucky Cozy Room",60193334,"Sangsoon","Central & Western",22.28575,114.14811,"Entire home/apt",504,1,69,"2020-02-12",2.29,4,15,"2020-05"
"696",696,696,21869953,"Family Room ( Share Washroom )  [ 105 ]",32885138,"Deckens","Wan Chai",22.28165,114.18545,"Private room",597,1,20,"2019-05-09",0.68,8,90,"2020-05"
"697",697,697,21884932,"Ho Man Tin MTR 2-bedroom apartment",56570136,"The Grand Blossom","Kowloon City",22.30764,114.18472,"Private room",698,1,2,"2018-07-29",0.08,32,179,"2020-05"
"698",698,698,21887082,"Peaceful nest in Hong Kong",4424311,"Karine","Islands",22.23694,114.11334,"Entire home/apt",504,1,98,"2020-05-03",3.3,1,87,"2020-05"
"699",699,699,21891179,"旅行中暂不接待",157731750,"Beata","Tsuen Wan",22.3499,114.05966,"Private room",465,180,32,"2019-08-01",1.08,5,90,"2020-05"
"700",700,700,21938767,"Spacious Bedroom in Causeway Bay - Best Location",36970400,"Chris","Wan Chai",22.27957,114.18214,"Private room",349,3,11,"2019-08-11",0.38,1,89,"2020-05"
"701",701,701,21969122,"YX5,5人四床房+旺角购物街+亚皆老街先达广场楼上+朗豪坊+女人街+电子街",122131447,"Debe","Kowloon City",22.31552,114.17611,"Private room",574,1,3,"2019-01-29",0.16,125,122,"2020-05"
"702",702,702,21970549,"YX5,5人四床房+旺角购物街+亚皆老街先达广场楼上+朗豪坊+女人街+电子街",122131447,"Debe","Kowloon City",22.31466,114.17542,"Private room",318,1,11,"2019-08-24",0.47,125,122,"2020-05"
"703",703,703,21984354,"Beach-side Holiday Camp Room 303",146408355,"HK Victoria Resort","Islands",22.24045,113.97636,"Private room",798,1,14,"2020-03-22",0.48,6,159,"2020-05"
"704",704,704,21986710,"Spacious Studio - Lan Kwai Fong, Central",21341189,"Aloha","Central & Western",22.28001,114.15621,"Entire home/apt",496,14,52,"2019-09-15",1.84,5,44,"2020-05"
"705",705,705,21986744,"【純白】單人24hrs小時電子鎖check-in下樓即達地鐵+商場15分鐘到達旺角尖沙嘴,可長租",103784016,"WaH","Kwun Tong",22.32448,114.21364,"Private room",202,3,121,"2020-01-19",4.07,2,50,"2020-05"
"706",706,706,21989343,"Modern mid-level Apt 1 rm with a view",61942958,"Lisa","Wan Chai",22.27662,114.16859,"Private room",395,2,5,"2018-04-08",0.18,5,179,"2020-05"
"707",707,707,22038386,"Urban and Central Studios, Hong Kong",138649185,"Paridhi","Wan Chai",22.28119,114.18893,"Private room",504,28,1,"2018-01-20",0.04,133,365,"2020-05"
"708",708,708,22051603,"【180度觀賞日出】城市夜景1分鐘到地鐵+商場15分鐘到旺角尖沙嘴40分到Disney迪士尼",103784016,"WaH","Kwun Tong",22.32358,114.21274,"Private room",690,1,82,"2019-12-22",2.76,2,39,"2020-05"
"709",709,709,22077477,"萌[初心]福田口岸会展中心直达北站温馨两居室",122912357,"唐萌","Yuen Long",22.51716,114.06996,"Entire home/apt",426,1,48,"2019-12-22",1.62,2,145,"2020-05"
"710",710,710,22095180,"Cosy flat in the city center",31724322,"Christophe","Central & Western",22.28467,114.14936,"Private room",248,5,2,"2017-12-26",0.07,1,88,"2020-05"
"711",711,711,22097104,"Room in the heart of Soho, Central",76263915,"Jess","Central & Western",22.28157,114.1516,"Private room",349,1,50,"2019-07-28",1.69,18,344,"2020-05"
"712",712,712,22109791,"Bonham Strand West Luxury Studio *7B",14861546,"Tane Residence","Central & Western",22.28626,114.14831,"Entire home/apt",558,30,1,"2020-03-15",0.46,107,365,"2020-05"
"713",713,713,22113225,"PENG CHAU - Hong Kong's secret paradise island",143674380,"Jhenn","Islands",22.2867,114.0386,"Private room",264,2,55,"2020-02-05",1.85,1,91,"2020-05"
"714",714,714,22125894,"QUIET & CENTRAL APARTMENT (TAI PING SHAN ST)",28485290,"Bridget","Central & Western",22.28552,114.14861,"Entire home/apt",597,4,18,"2019-10-26",0.68,1,68,"2020-05"
"715",715,715,22130709,"A Little Weekend Escape",65167122,"Anson","Central & Western",22.28153,114.1542,"Entire home/apt",450,2,4,"2017-12-08",0.13,1,88,"2020-05"
"716",716,716,22134553,"(月租)地鐵站步行5分鐘有電梯窗戶衛浴獨立房間",80873942,"Aline","Sham Shui Po",22.33251,114.16315,"Entire home/apt",279,90,47,"2019-09-26",1.72,11,180,"2020-05"
"717",717,717,22134606,"靠近地鐵站有電梯窗戶獨立衛浴寬敞房間",161689538,"Kerryn","Sham Shui Po",22.33175,114.16183,"Entire home/apt",279,100,5,"2018-08-26",0.18,1,180,"2020-05"
"718",718,718,22152136,"YX6,6人房+旺角购物街+亚皆老街先达广场楼上+朗豪坊+女人街+电子街",122131447,"Debe","Kowloon City",22.31533,114.17669,"Private room",690,1,9,"2019-05-07",0.48,125,122,"2020-05"
"719",719,719,22152541,"YX6,6人房+旺角购物街+亚皆老街先达广场楼上+朗豪坊+女人街+电子街",122131447,"Debe","Kowloon City",22.31387,114.17571,"Private room",690,1,5,"2019-03-25",0.17,125,122,"2020-05"
"720",720,720,22155238,"Private room in the heart of Soho, Central",76263915,"Jess","Central & Western",22.2827,114.1528,"Private room",357,1,27,"2019-06-30",0.91,18,344,"2020-05"
"721",721,721,22167545,"Hotel style room with Free Shuttle Bus Female only",24323506,"Mii","Kowloon City",22.30289,114.18539,"Private room",504,2,32,"2019-08-12",1.17,1,56,"2020-05"
"722",722,722,22169916,"Sunny studio on Hollywood Road (next to escalator)",76263915,"Jess","Central & Western",22.2833,114.15315,"Entire home/apt",504,1,38,"2019-12-20",1.3,18,365,"2020-05"
"723",723,723,22178740,"Brand new private room in prime residence building",61942958,"Lisa","Wan Chai",22.27649,114.16784,"Private room",395,2,9,"2018-07-12",0.33,5,179,"2020-05"
"724",724,724,22182861,"Modern Living With Rooftop In Kennedy Town",69725190,"Tammy","Central & Western",22.28338,114.13095,"Entire home/apt",783,6,8,"2018-04-21",0.27,1,100,"2020-05"
"725",725,725,22184070,"溫馨小筑",106023512,"Yu","Sha Tin",22.37968,114.18793,"Private room",403,1,52,"2019-08-13",1.76,1,353,"2020-05"
"726",726,726,22192956,"Friendly homestay, 2 bed room apt. with rooftop",38061983,"Joern","Central & Western",22.28523,114.13591,"Entire home/apt",752,7,2,"2018-10-14",0.07,1,177,"2020-05"
"727",727,727,22217342,"Luxury home in tung chung",162344858,"Asha","Islands",22.29287,113.95064,"Private room",597,1,253,"2020-03-22",8.72,1,180,"2020-05"
"728",728,728,22234271,"Mid level near Central Wanchai HKCEC",61942958,"Lisa","Wan Chai",22.27535,114.1677,"Private room",504,2,5,"2018-11-18",0.18,5,180,"2020-05"
"729",729,729,22235458,"3 bedroomed apt in Discovery Bay. Great view!",162483699,"Steve","Islands",22.30317,114.01148,"Entire home/apt",783,5,8,"2020-04-14",0.28,1,237,"2020-05"
"730",730,730,22269029,"Room101 a double room with private toilet shower",162428539,"Sunok","Central & Western",22.28663,114.14967,"Private room",535,2,16,"2019-05-04",0.55,13,365,"2020-05"
"731",731,731,22347221,"福田口岸地铁口近CBD会展中心温馨舒适高级公寓双人房",163388027,"晶悦","Yuen Long",22.51116,114.06303,"Entire home/apt",357,1,36,"2020-04-27",1.24,7,360,"2020-05"
"732",732,732,22347450,"超赞无敌山河景观公寓浪漫大床房/近会展中心CBD福田口岸地铁口高端小区",163388027,"晶悦","Yuen Long",22.51265,114.06305,"Entire home/apt",388,1,93,"2020-01-11",3.33,7,363,"2020-05"
"733",733,733,22348805,"Room for 2 in Sai Kung near HKUST",94933332,"Queenie CNT","Sai Kung",22.35309,114.24947,"Private room",403,2,5,"2020-04-02",0.17,2,179,"2020-05"
"734",734,734,22359870,"REMARKABLE Modern CHERRY Room",15586744,"Sven","Sai Kung",22.3027,114.25135,"Private room",450,7,8,"2019-06-24",0.29,15,365,"2020-05"
"735",735,735,22410987,"Home feeling room ( big bed)",77003293,"Lucy","Kowloon City",22.30196,114.18762,"Private room",597,1,10,"2018-12-28",0.34,2,89,"2020-05"
"736",736,736,22439879,"Room 204 with Tween beds",162428539,"Sunok","Central & Western",22.28511,114.15162,"Private room",597,2,25,"2019-05-04",0.86,13,365,"2020-05"
"737",737,737,22455773,"502  11分钟尖沙咀地铁站, 交通四通八达,单人太空舱独立小天地+共享空間",99505769,"Cc","Sham Shui Po",22.33354,114.15756,"Private room",109,30,8,"2018-11-30",0.28,34,91,"2020-05"
"738",738,738,22457689,"Two bedroom pvt appt wt high floor just 3min metro",11290958,"Sachi","Central & Western",22.28174,114.1301,"Entire home/apt",504,30,5,"2019-01-03",0.18,3,332,"2020-05"
"739",739,739,22457984,"30 days min nice  open view hi-floor 3mn to metro",11290958,"Sachi","Central & Western",22.28025,114.13036,"Private room",349,30,18,"2018-12-27",0.71,3,332,"2020-05"
"740",740,740,22463475,"503  5分钟旺角地铁站,最近BC雅思考场,单人独立小天地太空舱+共享空间",99505769,"Cc","Sham Shui Po",22.32905,114.16422,"Private room",109,30,17,"2019-01-07",0.6,34,90,"2020-05"
"741",741,741,22463611,"501  邻近 沙田地铁站 雅思考场 丽豪酒店,独立单人太空舱小天地",99505769,"Cc","Sham Shui Po",22.33393,114.15609,"Private room",109,30,2,"2018-12-24",0.08,34,91,"2020-05"
"742",742,742,22477638,"如果你們也是高數質有要求的,本舍必定是你們最好的選擇,因為本舍是居上不居下,零投訴零負面的好選擇!",116211186,"Polly","Sai Kung",22.305,114.25111,"Private room",496,1,10,"2019-08-24",0.35,2,321,"2020-05"
"743",743,743,22500000,"Serviced studio in HK 炮台山雙人套房平台近地鐵站",162984468,"Skygarden","Eastern",22.28868,114.19343,"Private room",287,28,2,"2019-06-30",0.11,4,365,"2020-05"
"744",744,744,22509919,"暂不待客",157731750,"Beata","Tsuen Wan",22.35148,114.05845,"Shared room",310,180,53,"2019-07-20",1.86,5,180,"2020-05"
"745",745,745,22516385,"同區罕有開揚景色",164067058,"Anna","Eastern",22.281,114.22143,"Entire home/apt",698,1,10,"2019-09-08",0.45,3,76,"2020-05"
"746",746,746,22519378,"【纯·萃】文锦渡&罗湖口岸.国贸大厦&金光华&东门老街.阳光河畔简约2BDR",161644518,"林","North",22.53644,114.12811,"Entire home/apt",558,1,14,"2019-05-18",0.49,2,271,"2020-05"
"747",747,747,22535144,"Cozy studio in Sheung Wan/Central",24027071,"Léa","Central & Western",22.2838,114.14896,"Entire home/apt",752,2,8,"2019-08-31",0.47,1,76,"2020-05"
"748",748,748,22577601,"CHIC CWB STUDIO ON TUNG LO WAN ROAD",138649185,"Paridhi","Wan Chai",22.27852,114.19053,"Private room",698,30,1,"2019-04-10",0.07,133,364,"2020-05"
"749",749,749,22684505,"509 16分钟地铁到香港中环, 单人独立小天地太空舱+共享空间",99505769,"Cc","Sham Shui Po",22.32769,114.16623,"Private room",109,30,12,"2019-01-09",0.43,34,90,"2020-05"
"750",750,750,22711049,"Cozy Apartment In Nai Wai",166991260,"Gabriel","Tuen Mun",22.42478,113.98964,"Entire home/apt",403,1,2,"2018-03-16",0.07,1,358,"2020-05"
"751",751,751,22711847,"4mins walk to Sai Kung, quiet & neat village house",167525422,"Yy","Sai Kung",22.38338,114.27022,"Entire home/apt",798,5,15,"2020-03-03",0.58,1,178,"2020-05"
"752",752,752,22712833,"Happy share our living style with you:)歡迎來分享我們的生活!",167472999,"StarHouse","Wan Chai",22.28623,114.1908,"Private room",333,29,69,"2019-01-07",2.44,1,88,"2020-05"
"753",753,753,22719245,"TX1.5分钟到旺角站+2人大床房入住独立卫生间+旺角购物中心",52473150,"Danny","Kowloon City",22.31777,114.17473,"Private room",225,1,3,"2019-05-17",0.12,72,106,"2020-05"
"754",754,754,22732745,"北欧风情 &会展中心&福田CBD&福田口岸&皇岗口岸&精品豪装两房居家旅游首选",151874628,"升东","North",22.52953,114.07839,"Entire home/apt",574,1,20,"2018-04-28",0.7,1,15,"2020-05"
"755",755,755,22737572,"月租:距離地鐵站400公尺電梯公寓獨立洗手間",167871484,"David","Sham Shui Po",22.33174,114.16537,"Entire home/apt",279,90,25,"2019-06-10",0.88,1,270,"2020-05"
"756",756,756,22757366,"Near Lei Tung MTR - room for rent (Rm 2 - Rm 6)",168085143,"Bluejay Residences","Southern",22.24431,114.15615,"Entire home/apt",279,30,1,"2018-05-07",0.04,2,181,"2020-05"
"757",757,757,22780070,"1 Bedroom in trendy Sai Ying Pun flat - HK Island!",48136758,"Diana","Central & Western",22.2851,114.14105,"Private room",651,1,44,"2019-05-04",1.59,1,365,"2020-05"
"758",758,758,22850418,"Sunny & cosy flat with a balcony in South Lantau",2228242,"Hillian","Islands",22.22755,113.93272,"Private room",380,2,38,"2020-05-02",1.37,1,92,"2020-05"
"759",759,759,22875499,"504 5分钟旺角地铁站,最近BC雅思考场,单人独立小天地太空舱+共享空间",99505769,"Cc","Sham Shui Po",22.33227,114.16121,"Private room",109,30,17,"2019-09-28",0.62,34,90,"2020-05"
"760",760,760,22892607,"Bright Homely Flat suitable for couple/single pax",169437395,"Dee","Southern",22.2197,114.21178,"Entire home/apt",659,5,1,"2019-09-26",0.13,1,351,"2020-05"
"761",761,761,22911245,"Private bedroom in cosy apartment @SaiYingPun",77858085,"Linda","Central & Western",22.28675,114.14054,"Private room",279,5,25,"2020-04-13",0.9,2,83,"2020-05"
"762",762,762,22947339,"Relaxed and comfortable",14316521,"Kathy","North",22.51962,114.18791,"Entire home/apt",380,1,1,"2018-01-30",0.04,1,89,"2020-05"
"763",763,763,22963087,"508 邻近旺角商业区,交通四通八达, 单人独立小天地太空舱+共享空间",99505769,"Cc","Sham Shui Po",22.33463,114.15886,"Private room",109,30,7,"2019-08-10",0.26,34,91,"2020-05"
"764",764,764,22964222,"510 邻近旺角购物区, 3分钟地铁站,单人独立太空舱",99505769,"Cc","Sham Shui Po",22.33558,114.1567,"Private room",109,30,5,"2019-08-31",0.18,34,181,"2020-05"
"765",765,765,22965535,"Clean & Modern 2BR; Close to top restaurants & MTR",10901146,"Kelly","Central & Western",22.28643,114.15036,"Entire home/apt",589,2,39,"2020-03-29",1.4,2,167,"2020-05"
"766",766,766,22972164,"115  邻近香港会议展览中心, 超私隐单人太空舱小天地+共享空间",99505769,"Cc","Wan Chai",22.27731,114.17217,"Private room",116,30,11,"2019-10-16",0.39,34,90,"2020-05"
"767",767,767,22972237,"111  邻近香港諾富特世紀酒店, 雅思考場和地鐵站口的超私隐单人太空舱小天地+共享空间",99505769,"Cc","Wan Chai",22.27607,114.17439,"Private room",116,30,14,"2019-02-15",0.51,34,90,"2020-05"
"768",768,768,22973056,"【Taste.夏】罗湖东门文锦渡.万象国贸.休闲舒适2BDR",161644518,"林","North",22.53547,114.1235,"Entire home/apt",566,1,9,"2019-06-28",0.32,2,161,"2020-05"
"769",769,769,22974579,"Bright & airy sea view apartment with balcony",77443637,"Anna","Central & Western",22.28247,114.12696,"Entire home/apt",752,2,2,"2019-12-23",0.15,1,4,"2020-05"
"770",770,770,22986816,"40% off! Private room for 2 with view of harbour",165925248,"Mojo Nomad","Southern",22.24984,114.14854,"Hotel room",721,1,3,"2019-10-28",0.18,7,287,"2020-05"
"771",771,771,22986818,"40% off! Shared 3 bed mixed dorm room in Aberdeen",165925248,"Mojo Nomad","Southern",22.24805,114.14944,"Hotel room",217,1,18,"2020-02-05",0.68,7,182,"2020-05"
"772",772,772,22986819,"40% off Private Twin Room with wifi",165925248,"Mojo Nomad","Southern",22.24819,114.15037,"Hotel room",217,1,12,"2019-01-05",0.44,7,182,"2020-05"
"773",773,773,22986823,"40% off! Trendy new mixed dorm with wifi",165925248,"Mojo Nomad","Southern",22.2497,114.14804,"Hotel room",217,1,53,"2019-12-06",1.97,7,182,"2020-05"
"774",774,774,22986825,"40% off! Female 3 bed Dorm room! Newly renovated!",165925248,"Mojo Nomad","Southern",22.24989,114.14883,"Hotel room",217,1,7,"2019-03-29",0.26,7,182,"2020-05"
"775",775,775,22986828,"Private Family Room with 3 beds & Harbour view",165925248,"Mojo Nomad","Southern",22.24838,114.14803,"Hotel room",217,1,5,"2018-11-17",0.18,7,226,"2020-05"
"776",776,776,22986833,"40% off! Female Dorm room for up to 8 guests",165925248,"Mojo Nomad","Southern",22.24924,114.14997,"Hotel room",217,1,4,"2019-12-26",0.22,7,182,"2020-05"
"777",777,777,22990315,"Cozy Apartment in the heart of Sheung Wan",69766154,"Anne-Sophie","Central & Western",22.2866,114.14764,"Entire home/apt",798,5,1,"2019-02-11",0.06,2,87,"2020-05"
"778",778,778,22993899,"Cozy Apartment with nice views in Discovery Bay",25042643,"Carlos","Islands",22.29648,114.02517,"Private room",473,3,40,"2020-03-11",1.55,1,83,"2020-05"
"779",779,779,23027449,"HIGH END RESIDENTIAL COMPLEX",170869200,"Pratik","Kowloon City",22.30837,114.19178,"Private room",504,1,1,"2018-02-11",0.04,1,90,"2020-05"
"780",780,780,23082547,"Large Cosy room with Private bathroom",130594122,"Kenny","Wan Chai",22.2815,114.18575,"Private room",248,3,3,"2020-01-12",0.15,1,90,"2020-05"
"781",781,781,23092581,"114 港岛市区湾仔地铁站口,29天半价优惠",99505769,"Cc","Wan Chai",22.27594,114.17306,"Private room",116,30,4,"2018-09-18",0.16,34,91,"2020-05"
"782",782,782,23101985,"119 邻近香港会议展览中心, 超私隐单人太空舱小天地+共享空间",99505769,"Cc","Wan Chai",22.27644,114.17019,"Private room",116,30,4,"2018-04-24",0.16,34,90,"2020-05"
"783",783,783,23102477,"110 邻近中环金融中心区,1分钟湾仔地铁口, 共享空間+超私隐+单人小天地太空舱.",99505769,"Cc","Wan Chai",22.27547,114.17184,"Private room",116,30,6,"2018-08-18",0.22,34,90,"2020-05"
"784",784,784,23139295,"112 邻近香港大學,1分钟湾仔地铁口, 共享空間+超私隐+单人小天地太空舱.",99505769,"Cc","Wan Chai",22.27784,114.17201,"Private room",116,30,14,"2019-03-02",0.52,34,90,"2020-05"
"785",785,785,23159428,"整潔小套房",172150925,"Annie","Yuen Long",22.47197,114.05293,"Private room",504,2,3,"2019-05-04",0.15,2,363,"2020-05"
"786",786,786,23193560,"*Business-ready, luxurious pad in Cheung Sha Wan*",172456815,"Hp","Sham Shui Po",22.33267,114.15117,"Entire home/apt",729,7,15,"2020-04-01",0.58,1,200,"2020-05"
"787",787,787,23241026,"Newly renovated - Tin Hau Studio Flat",6067974,"Wilson","Wan Chai",22.28443,114.19258,"Entire home/apt",798,30,1,"2018-12-29",0.06,33,85,"2020-05"
"788",788,788,23279277,"Suite (1 suite )",99299723,"Harvest","Central & Western",22.28575,114.14987,"Private room",450,3,4,"2018-03-18",0.15,3,78,"2020-05"
"789",789,789,23286576,"Sweet Home@HK Queens RD Central 1 LADY GUEST ONLY",38301422,"Angie","Central & Western",22.28623,114.14932,"Shared room",783,2,5,"2019-05-03",0.28,1,364,"2020-05"
"790",790,790,23296867,"Cozy private room in Sai Ying Pun (A)",23134064,"Dustin","Central & Western",22.28703,114.14031,"Private room",233,28,1,"2019-02-28",0.07,20,364,"2020-05"
"791",791,791,23315645,"[Best Deal] Newly cosy studio. 2min to MTR",88492446,"Nikky","Eastern",22.29034,114.20014,"Entire home/apt",426,3,61,"2020-03-28",2.27,1,178,"2020-05"
"792",792,792,23320381,"113 邻近香港馬場,2分鐘地鐵站,超私隱太空艙+共享空間",99505769,"Cc","Wan Chai",22.27769,114.17042,"Private room",116,30,7,"2018-06-19",0.26,34,90,"2020-05"
"793",793,793,23322171,"117 港岛市区湾仔地铁站口,29天半价优惠",99505769,"Cc","Wan Chai",22.27753,114.17198,"Private room",116,30,8,"2019-01-31",0.31,34,90,"2020-05"
"794",794,794,23333512,"Near Central, chic lifestyle in Sheung Wan",28728507,"Leona","Central & Western",22.28168,114.15305,"Private room",504,1,5,"2019-04-17",0.19,2,365,"2020-05"
"795",795,795,23343488,"Alpha Room",173890605,"Eireen","Sha Tin",22.38955,114.2016,"Private room",302,1,17,"2019-05-18",0.64,1,87,"2020-05"
"796",796,796,23369603,"Spacious Apartment in Central & Eastern District",76896313,"Scottie","Wan Chai",22.27801,114.16972,"Entire home/apt",783,2,1,"2018-12-29",0.06,1,15,"2020-05"
"797",797,797,23379604,"Airy double ensuite bedroom in leafy area w  pool",3941461,"Nina","Sai Kung",22.38951,114.27258,"Private room",527,2,50,"2020-05-17",1.88,1,89,"2020-05"
"798",798,798,23405802,"月租地鐵站350米獨立洗手間電梯公寓",59417855,"Rose","Sham Shui Po",22.33279,114.16407,"Entire home/apt",279,6,23,"2019-07-15",0.92,6,180,"2020-05"
"799",799,799,23438969,"Cool New York Style Studio next to MTR 非遊行區",14161943,"James","Kwun Tong",22.30912,114.2251,"Entire home/apt",419,2,55,"2020-05-17",2.04,1,86,"2020-05"
"800",800,800,23522538,"Causewaybay Private Studio / MTR / 1-2 Guest",125725695,"Nancy","Wan Chai",22.28049,114.1828,"Entire home/apt",388,1,40,"2020-04-04",1.5,3,365,"2020-05"
"801",801,801,23540712,"Homestay Apartment en-suite 長洲民宿",64902979,"Winky The Husky","Islands",22.21603,114.02807,"Entire home/apt",450,1,32,"2020-04-22",1.25,6,33,"2020-05"
"802",802,802,23548458,"SPACIOUS 1 BDR IN CENTRAL, MID-LEVEL'S, SOHO",107533097,"Kavi","Central & Western",22.27988,114.15197,"Private room",426,3,4,"2019-07-12",0.15,1,179,"2020-05"
"803",803,803,23585355,"伊甸园  ~《Garden of Ede》",10088915,"宅一起","Sha Tin",22.38104,114.18369,"Entire home/apt",798,1,1,"2018-03-27",0.04,18,364,"2020-05"
"804",804,804,23585831,"**OPENING SALE** 5mins to Causeway Bay",104901473,"Shirley","Wan Chai",22.26997,114.18523,"Entire home/apt",419,5,17,"2019-05-07",0.67,2,90,"2020-05"
"805",805,805,23599230,"Single room in mid-levels near Soho",76263915,"Jess","Central & Western",22.28352,114.14768,"Private room",349,1,15,"2019-05-26",0.56,18,346,"2020-05"
"806",806,806,23606658,"A ROOM WITH A VIEW",176223763,"Stephen","Eastern",22.29158,114.19377,"Private room",403,2,87,"2020-01-03",3.41,1,228,"2020-05"
"807",807,807,23616032,"Modern House!! 3 mins walk to MTR CWB!! Y29",9134372,"Lucy","Wan Chai",22.28226,114.18237,"Entire home/apt",589,28,2,"2018-11-16",0.08,23,90,"2020-05"
"808",808,808,23616754,"Modern & Cozy apartment!! 3 mins to MTR CWB!! Y27",9134372,"Lucy","Wan Chai",22.2822,114.18292,"Entire home/apt",651,15,4,"2019-06-16",0.15,23,166,"2020-05"
"809",809,809,23636465,"獨立床位+寬敞公用空間",176902435,"Sandy","Wan Chai",22.28129,114.18536,"Shared room",248,4,11,"2019-08-24",0.43,2,178,"2020-05"
"810",810,810,23671453,"Luxury Flat  in the Heart of Central Downtown",55520214,"Christine","Central & Western",22.28465,114.14858,"Entire home/apt",752,28,1,"2018-10-31",0.05,3,90,"2020-05"
"811",811,811,23672149,"v5旺角地鐵公交近在咫尺/購物首選/窗戶陽光充沛/精裝修乾淨舒適/雙人房",49860721,"You","Kowloon City",22.3219,114.17352,"Private room",349,1,18,"2019-05-07",0.71,14,90,"2020-05"
"812",812,812,23750832,"Female room near Prince of Wales of Hospital",150577122,"Cherry","Sha Tin",22.38504,114.20591,"Private room",217,28,1,"2019-02-28",0.07,3,363,"2020-05"
"813",813,813,23773023,"Flat share in Sheung Wan(sw4a)",4584648,"Ivy","Central & Western",22.28745,114.1499,"Private room",240,30,1,"2018-06-18",0.04,292,364,"2020-05"
"814",814,814,23773839,"3-mins walk to full set of facilities at Shatin",59239167,"L","Sha Tin",22.38043,114.2032,"Shared room",504,1,9,"2019-03-17",0.36,1,173,"2020-05"
"815",815,815,23795039,"1 Bedroom Apartment in Soho",178564613,"Helen","Central & Western",22.28029,114.15245,"Entire home/apt",798,4,10,"2020-01-03",0.44,1,140,"2020-05"
"816",816,816,23860798,"The Dollhouse- Cozy Central Studio",3632461,"Emma","Central & Western",22.28154,114.15244,"Entire home/apt",698,3,51,"2019-11-22",1.97,1,179,"2020-05"
"817",817,817,23908681,"Good room",160947102,"Sunny","Eastern",22.28925,114.19687,"Private room",349,1,114,"2019-11-30",4.4,2,91,"2020-05"
"818",818,818,23928524,"2 pieces apartment next to Sheung Wan MTR",21294010,"Irina","Central & Western",22.28694,114.14726,"Entire home/apt",643,30,2,"2019-08-10",0.08,1,113,"2020-05"
"819",819,819,23939155,"Cozy fully furnished flat in Shatin (近雅思考場)",9607703,"V","Sha Tin",22.38523,114.20396,"Entire home/apt",651,2,2,"2019-04-10",0.1,1,206,"2020-05"
"820",820,820,23988346,"高层景观舒适公寓双人房/福田口岸地铁囗高端小区/CBD会展中心/清静安全",163388027,"晶悦","Yuen Long",22.51089,114.06204,"Entire home/apt",380,1,61,"2020-03-29",2.34,7,364,"2020-05"
"821",821,821,24021643,"Large One Bedroom Apartment in Soho Hong Kong",64851943,"Bronwyn","Central & Western",22.28413,114.1493,"Entire home/apt",698,2,2,"2019-01-02",0.08,1,180,"2020-05"
"822",822,822,24054753,"Little place",149655079,"Watinah","Wan Chai",22.27755,114.16907,"Private room",357,2,14,"2019-05-12",0.54,1,160,"2020-05"
"823",823,823,24068076,"Spacious one bed apartment!",35195889,"Laura","Central & Western",22.28632,114.14902,"Entire home/apt",798,3,6,"2019-12-27",0.28,1,47,"2020-05"
"824",824,824,24086342,"A+ Hip HK- The Bed Packer",27512581,"Wesley","Central & Western",22.2848,114.15222,"Shared room",147,1,3,"2019-11-21",0.27,1,364,"2020-05"
"825",825,825,24105934,"找室友 合租獨立小房間 水電煤網全包 限一人入住 窗外全山景 超級安靜 康城站交通方便媲美五星級酒店",181553951,"Shouda","Sai Kung",22.29844,114.27561,"Shared room",178,30,4,"2018-06-03",0.16,1,363,"2020-05"
"826",826,826,24106738,"City Studio - Lan Kwai Fong, Central",21341189,"Aloha","Central & Western",22.27999,114.15569,"Entire home/apt",535,14,65,"2019-07-23",2.53,5,44,"2020-05"
"827",827,827,24270434,"Cherry Candy",160947102,"Sunny","Eastern",22.29017,114.19499,"Private room",248,3,33,"2019-10-29",2.43,2,91,"2020-05"
